user_id,post_id,action
28,345,view
76,216,like
57,105,view
44,519,view
55,456,view
10,218,view
94,513,view
41,289,comment
18,296,comment
97,548,view
87,174,view
73,105,like
22,326,view
28,422,like
53,416,like
28,145,comment
18,486,view
94,297,view
55,262,comment
32,242,like
32,384,like
93,412,view
89,114,comment
85,549,view
67,411,like
96,301,view
7,502,comment
31,354,view
31,356,like
10,371,comment
2,285,share
17,299,comment
73,316,view
88,189,comment
99,138,view
9,108,view
6,573,view
51,360,view
92,357,comment
55,460,view
82,375,like
20,243,view
11,362,share
20,375,view
76,425,comment
84,449,like
40,458,view
31,130,view
56,160,view
78,129,view
95,437,like
16,107,like
90,106,view
45,368,like
93,233,view
17,484,comment
35,476,comment
99,561,view
55,240,like
34,465,share
81,140,view
66,285,view
73,186,view
33,496,view
74,446,like
30,480,like
6,540,comment
32,124,view
50,572,view
5,384,comment
92,480,like
29,265,view
93,264,view
10,393,view
65,445,share
23,215,comment
6,589,view
60,544,view
40,268,view
59,105,view
38,389,comment
95,419,view
48,403,share
99,498,view
70,490,comment
20,104,share
4,220,like
82,530,like
2,587,view
98,437,view
95,473,view
27,372,share
54,352,share
19,465,view
6,572,view
67,312,like
48,335,share
11,398,view
18,427,comment
10,404,like
56,440,share
31,250,view
41,575,comment
90,526,like
41,332,view
10,584,view
100,495,like
20,155,view
60,261,view
69,284,share
27,332,view
34,537,view
21,514,like
91,457,like
28,528,comment
19,147,like
46,303,like
87,254,view
23,116,share
58,385,like
32,149,view
18,163,view
100,214,view
52,291,like
83,144,like
34,570,comment
3,134,view
83,328,comment
12,564,comment
43,163,view
60,126,view
74,322,comment
51,355,view
88,319,view
28,566,view
36,329,comment
5,415,like
32,432,view
53,552,like
8,145,view
18,315,view
68,228,like
70,507,view
49,501,like
62,379,comment
45,568,like
42,299,view
4,264,like
4,559,comment
36,130,comment
61,372,view
75,220,share
13,227,like
35,374,comment
95,129,comment
29,395,comment
50,282,share
23,191,view
41,513,like
46,568,like
91,459,view
73,389,view
25,529,share
64,378,view
63,120,view
30,409,view
68,345,view
79,204,comment
44,468,view
42,131,view
76,461,share
100,157,comment
47,592,view
91,583,like
76,152,view
42,170,share
94,586,view
82,592,view
41,190,like
72,456,comment
79,503,view
86,402,comment
49,258,like
38,166,view
1,586,like
74,301,comment
99,595,like
24,409,view
79,214,like
14,580,view
43,482,view
45,264,view
12,521,like
82,474,comment
58,106,view
32,455,view
33,503,view
1,125,view
94,315,share
53,353,comment
45,380,view
62,504,comment
84,489,like
21,332,view
5,251,view
34,588,view
44,188,comment
21,475,view
12,274,like
79,558,view
4,321,share
22,411,comment
21,128,view
27,599,view
90,384,like
94,377,view
37,253,view
7,302,like
63,179,view
1,319,view
85,421,like
26,150,view
22,427,view
11,343,comment
40,502,view
63,559,like
12,429,like
24,290,comment
48,196,view
34,326,view
29,529,view
8,178,comment
86,150,view
45,514,like
97,402,view
8,531,view
67,315,share
88,544,share
74,552,view
39,141,view
92,118,like
67,510,like
80,176,view
97,330,view
22,598,view
25,165,view
11,450,view
81,176,comment
34,264,share
9,145,view
51,383,view
36,367,view
2,503,like
76,368,comment
15,313,view
73,402,like
13,574,view
100,152,comment
69,551,view
53,236,view
63,393,like
5,189,view
19,417,like
89,306,view
43,454,view
96,344,share
48,111,view
39,260,view
63,540,like
13,598,comment
18,254,share
57,497,comment
35,474,view
83,146,view
28,568,comment
95,349,comment
48,521,view
21,134,view
65,307,view
68,551,like
23,199,comment
26,529,view
5,334,view
47,461,view
48,522,view
51,426,share
88,116,view
63,405,view
61,401,like
45,184,comment
34,484,comment
12,246,view
7,184,comment
100,595,view
29,432,view
27,238,like
66,111,comment
99,450,view
17,432,view
2,215,view
40,465,share
83,241,view
49,537,view
33,212,view
87,367,comment
51,400,view
66,440,share
48,388,like
78,245,view
14,347,view
36,428,view
36,234,like
84,253,view
67,492,view
8,513,comment
77,307,like
88,172,like
84,355,share
34,565,view
50,478,view
91,393,comment
44,472,like
88,374,like
61,565,share
46,360,view
22,531,like
72,193,view
61,166,like
93,514,like
24,585,like
43,436,view
46,215,like
40,316,comment
43,291,view
38,338,comment
61,128,comment
75,398,share
10,342,comment
65,162,comment
49,372,view
7,546,comment
18,203,view
73,558,share
59,174,view
92,193,comment
63,271,like
23,261,like
1,332,view
98,497,view
98,182,view
98,500,view
79,323,like
52,320,share
50,103,view
26,475,view
2,557,view
68,198,view
1,421,like
29,456,comment
40,167,view
65,402,view
9,522,view
38,334,like
77,369,view
88,169,view
63,284,comment
22,586,share
52,110,view
94,168,view
3,402,like
16,288,like
5,293,comment
33,495,like
7,405,share
85,156,like
3,125,like
54,328,view
71,230,view
20,206,like
81,105,view
85,152,like
35,419,like
18,315,comment
14,362,like
16,245,view
14,355,view
26,499,view
67,599,view
91,310,view
6,381,view
27,453,share
43,221,view
86,146,share
74,443,view
12,500,like
93,471,view
33,430,view
38,236,view
13,517,view
6,537,view
87,261,view
15,149,comment
6,105,comment
85,432,view
46,558,view
80,238,comment
12,291,comment
24,159,view
59,240,comment
89,536,view
54,433,comment
22,158,view
93,131,share
21,154,view
76,348,comment
87,325,view
49,499,view
4,542,like
94,599,comment
62,572,view
53,326,view
34,436,view
91,545,like
99,481,like
73,215,share
86,548,view
67,453,like
13,322,like
32,347,view
87,429,view
72,557,share
7,106,like
21,359,comment
64,546,view
97,352,view
43,597,view
65,215,like
49,307,comment
11,336,view
74,330,view
64,329,view
64,482,like
14,307,view
72,382,view
12,506,like
80,427,view
66,388,view
86,334,share
47,523,view
29,533,view
72,493,like
61,467,like
92,332,view
98,438,view
44,282,comment
38,381,like
90,155,view
22,353,view
92,481,like
14,231,like
25,162,share
51,211,view
25,467,view
97,313,view
82,529,like
16,496,comment
59,438,like
65,169,share
1,372,like
71,579,view
75,348,share
100,572,share
89,397,view
17,154,view
77,411,comment
65,552,view
78,569,like
32,241,view
44,597,view
18,171,view
90,554,like
39,532,like
41,465,like
71,424,view
27,420,like
88,277,share
17,464,like
23,358,like
82,266,like
98,281,like
75,393,share
91,314,like
69,247,comment
55,514,view
14,113,view
7,444,view
35,485,comment
37,450,view
8,454,comment
27,486,like
46,517,view
79,545,like
72,543,view
83,388,view
66,502,comment
90,248,like
7,575,view
54,590,comment
88,261,share
7,107,like
26,418,comment
57,525,view
82,461,like
48,487,like
95,409,view
93,594,view
58,191,share
10,196,share
95,364,view
6,320,view
34,167,view
33,103,view
91,580,view
20,576,view
7,497,share
79,532,like
63,505,like
46,138,comment
41,370,view
24,367,view
65,182,view
69,307,view
29,553,view
43,270,view
28,587,comment
68,344,share
97,433,view
86,278,view
83,415,share
32,591,view
42,296,share
15,298,view
93,245,view
67,521,comment
66,512,like
63,123,view
84,199,view
11,586,view
99,376,like
81,134,view
81,497,view
88,318,comment
27,376,comment
95,497,view
10,483,like
4,336,like
5,145,view
23,507,view
10,395,comment
34,309,view
81,308,view
3,300,like
69,104,like
80,133,comment
75,124,like
10,284,share
14,249,comment
39,411,view
98,575,view
51,521,like
61,181,like
18,483,view
70,252,share
19,253,like
94,432,view
2,384,comment
19,164,view
74,406,view
71,585,view
27,484,like
93,277,view
83,536,like
21,195,view
33,200,view
86,510,like
7,536,comment
71,337,like
10,249,like
33,151,view
75,350,share
46,166,like
31,152,view
9,561,view
63,331,view
85,257,like
20,390,like
41,591,view
1,261,view
29,465,like
56,242,comment
18,448,like
62,337,view
100,257,view
14,190,like
11,531,view
18,557,like
34,476,comment
10,473,view
3,535,like
4,517,like
52,494,like
5,383,view
70,342,like
20,288,view
99,402,like
38,169,view
66,147,view
65,106,like
79,451,view
66,172,view
23,390,share
85,547,share
95,475,view
46,121,view
63,219,view
48,220,view
27,366,share
47,299,view
59,552,view
84,266,view
67,425,comment
95,235,like
73,190,view
49,288,like
10,365,view
29,365,view
45,350,comment
78,104,like
18,326,view
10,364,like
28,177,view
47,409,like
16,439,view
43,469,view
87,346,view
76,183,like
53,112,view
17,394,like
18,423,like
74,176,view
34,573,view
52,407,share
82,110,comment
94,439,comment
11,211,view
61,545,view
29,526,view
19,507,like
99,194,like
66,236,view
88,276,share
77,403,view
49,298,view
3,204,like
65,451,view
20,411,view
61,562,like
5,550,comment
65,486,view
62,438,view
78,377,comment
100,448,like
67,316,view
6,458,like
30,581,comment
99,296,view
95,565,comment
90,395,view
18,231,view
30,566,comment
37,407,comment
53,232,view
91,481,comment
74,368,view
1,293,like
89,512,view
47,155,view
84,400,view
69,317,like
79,242,share
51,487,view
71,502,like
23,290,like
62,230,share
74,277,comment
51,477,view
85,161,like
58,501,like
21,152,view
52,503,view
71,415,like
91,127,view
82,103,comment
19,342,share
56,146,view
29,290,view
5,471,view
52,415,like
37,465,share
8,585,comment
23,428,view
2,204,comment
67,247,view
77,362,like
30,415,view
5,285,view
1,600,view
36,500,view
86,303,view
26,366,view
91,136,share
71,246,like
72,569,like
45,594,comment
29,411,share
59,577,view
1,234,view
65,155,like
65,251,view
15,512,like
33,549,like
74,229,like
49,389,view
32,488,view
100,335,like
76,542,view
15,233,view
82,504,share
87,460,view
41,312,share
67,375,view
34,228,view
52,445,like
44,139,like
23,344,view
28,558,like
24,585,like
25,356,like
31,477,view
34,206,view
32,529,like
20,499,view
11,447,share
64,415,view
70,591,view
62,291,like
64,560,share
74,545,view
24,492,share
36,304,view
74,166,view
55,345,share
5,358,view
88,498,view
16,458,like
41,453,view
87,208,view
13,267,view
34,196,like
31,238,view
79,276,view
64,318,view
90,486,view
52,244,view
74,168,share
88,218,comment
93,239,comment
72,322,comment
26,175,comment
95,177,view
2,191,view
18,558,comment
67,374,like
63,254,view
73,125,view
89,184,view
33,344,comment
13,331,like
34,285,view
72,578,comment
45,111,view
45,545,like
78,202,like
84,433,like
100,246,view
87,362,view
95,329,comment
49,415,view
81,590,view
22,428,comment
44,316,like
74,308,comment
10,141,view
30,261,view
38,464,view
83,303,view
57,500,comment
47,483,like
58,312,view
3,165,like
85,229,share
90,484,view
22,304,view
9,580,comment
71,128,view
51,369,comment
11,154,view
20,144,like
50,259,view
95,246,view
17,168,like
22,115,view
46,541,share
61,340,share
70,579,view
57,170,share
90,377,view
77,334,like
82,550,like
68,428,like
40,566,view
70,217,comment
57,258,view
34,180,view
1,368,comment
18,277,view
69,105,like
63,585,comment
39,105,comment
38,406,view
1,381,view
53,552,like
51,228,view
95,431,view
49,213,view
55,421,view
98,510,share
89,451,view
84,481,like
35,312,view
9,194,view
15,427,view
58,240,like
63,197,view
20,126,share
3,196,share
37,238,view
57,473,view
12,178,view
28,276,view
64,291,view
5,270,view
97,588,view
35,498,view
70,341,view
33,519,view
2,163,share
92,228,view
57,227,like
5,202,view
99,149,like
27,343,view
40,580,view
81,473,view
71,367,view
62,427,view
47,555,view
86,212,share
31,425,view
2,186,comment
75,162,view
32,105,share
75,502,like
89,406,view
99,146,view
64,147,like
44,577,share
98,421,view
46,431,view
69,506,view
63,220,view
72,504,like
45,513,comment
94,199,view
49,284,like
33,561,view
91,325,like
70,457,view
73,196,like
42,475,view
77,569,comment
21,136,like
58,252,comment
70,288,view
100,427,like
94,195,comment
80,539,view
80,223,view
9,438,share
50,198,like
64,493,like
79,245,view
83,265,view
67,438,view
17,192,comment
26,155,view
13,117,like
50,437,view
80,460,like
7,288,view
92,137,view
27,436,view
11,340,comment
8,285,like
54,521,view
91,130,comment
35,371,view
10,528,view
28,592,like
13,472,view
50,198,view
85,228,like
23,386,like
54,483,view
82,396,view
59,460,like
14,186,comment
71,306,like
85,181,like
77,327,share
41,382,share
42,533,view
98,425,view
93,266,like
73,380,view
99,382,share
33,285,share
58,592,view
93,118,share
77,109,like
39,104,view
29,210,comment
3,496,comment
89,522,view
71,362,like
74,180,view
59,283,view
34,288,comment
32,220,view
39,148,like
73,570,view
10,471,view
62,189,view
89,460,like
13,405,like
5,475,comment
49,141,comment
99,272,view
56,314,share
16,546,comment
96,435,comment
2,425,comment
49,128,view
6,264,like
20,268,like
29,179,view
94,302,share
97,405,like
12,214,view
51,176,view
11,344,like
7,381,view
11,305,like
100,458,view
18,347,like
63,303,like
26,388,like
95,369,view
10,237,comment
42,451,share
12,158,like
55,288,view
42,277,like
4,495,view
45,416,comment
57,420,view
6,574,comment
26,451,view
97,473,comment
15,479,view
80,575,view
37,108,view
15,257,view
3,270,view
69,209,view
67,485,view
62,419,like
19,456,like
3,293,like
85,370,view
22,131,view
90,417,view
60,436,share
9,299,like
85,537,share
47,543,view
38,545,comment
50,219,share
66,464,view
41,349,comment
69,146,view
65,595,view
92,112,view
68,257,view
51,482,view
45,451,view
81,255,view
65,242,comment
81,232,comment
4,584,like
36,216,view
51,437,view
94,296,like
87,414,comment
88,217,view
74,179,view
40,566,like
58,378,view
84,171,like
88,510,view
18,259,like
68,566,view
99,175,like
73,570,view
9,386,like
93,161,view
19,473,view
41,551,share
53,256,view
82,578,like
20,499,view
17,195,view
79,416,view
73,414,view
30,219,like
46,141,like
62,169,like
78,341,like
48,195,comment
63,343,view
25,216,view
98,597,view
35,587,view
96,444,share
97,205,view
57,544,like
89,267,comment
32,319,view
6,412,like
49,469,view
79,581,like
77,375,like
91,503,view
14,332,view
6,550,share
67,376,view
95,121,like
67,492,like
7,198,view
51,553,view
37,337,view
38,414,share
89,365,share
60,525,like
12,470,like
24,499,like
90,380,view
53,266,view
23,333,like
92,559,view
59,147,view
89,433,share
21,468,like
12,159,like
82,286,view
91,297,like
66,414,share
49,382,view
99,188,share
73,547,like
20,184,comment
23,494,like
54,258,view
99,593,view
81,193,view
17,592,view
80,492,view
59,355,comment
70,514,view
64,222,view
85,344,view
57,141,like
1,226,comment
36,418,like
27,126,view
8,435,view
19,538,view
74,530,like
43,572,view
14,314,share
21,445,view
85,455,like
74,504,like
59,484,like
5,148,comment
42,289,comment
9,489,view
71,134,view
18,163,like
36,269,like
68,208,like
79,130,view
94,423,like
12,348,like
78,579,comment
91,248,view
41,233,like
80,282,share
79,389,view
94,424,view
24,553,like
91,249,share
1,161,view
81,508,view
27,510,like
54,312,view
45,387,comment
28,106,like
89,245,view
9,258,view
71,266,comment
15,452,view
51,471,like
4,527,view
43,527,view
87,346,share
5,431,view
20,422,view
69,559,view
53,576,like
67,254,like
87,262,like
3,207,like
43,510,share
46,134,share
36,531,view
49,421,like
22,393,like
24,405,view
97,258,like
41,464,view
53,145,view
31,291,view
39,211,like
23,158,view
5,499,view
12,328,like
62,564,like
25,275,share
94,548,like
100,268,view
13,521,share
67,447,share
27,471,view
50,466,comment
15,103,view
6,452,comment
12,271,view
6,153,like
85,482,view
74,489,view
27,265,view
37,242,like
99,326,like
35,177,view
15,108,share
72,364,view
70,280,like
35,173,share
37,394,view
10,260,like
44,377,view
17,115,view
87,126,view
7,145,view
23,461,like
76,423,comment
90,329,like
40,271,comment
92,489,like
69,141,share
97,492,view
17,148,comment
90,340,view
40,451,like
99,339,view
29,174,comment
79,233,share
51,194,like
86,270,comment
42,333,view
9,344,view
62,337,comment
37,494,view
74,166,like
52,519,like
14,267,like
10,506,view
60,306,like
31,418,view
21,599,view
9,275,view
89,403,view
56,391,comment
70,456,view
85,443,view
92,394,comment
15,404,like
42,385,view
57,191,view
52,136,like
88,517,like
49,268,view
85,132,view
18,555,like
97,426,comment
97,176,like
58,373,view
79,396,view
27,449,comment
39,392,comment
87,256,share
56,468,share
45,146,like
79,362,view
17,537,view
48,562,like
7,101,like
46,157,comment
4,221,view
76,302,like
92,296,view
56,380,view
23,344,view
72,297,comment
47,531,view
37,547,like
18,106,view
3,174,like
63,437,view
18,144,view
54,541,view
90,410,share
80,193,view
55,383,comment
50,282,view
55,410,view
64,534,like
92,357,view
70,396,view
5,391,view
48,158,like
89,141,view
94,370,share
97,499,view
67,141,like
79,146,view
81,480,like
86,140,like
70,509,like
79,128,share
69,499,view
59,363,share
74,476,view
46,592,share
38,249,view
89,573,like
39,473,comment
34,132,like
75,187,like
85,250,comment
80,114,view
11,165,like
36,230,view
36,241,comment
2,480,view
23,566,like
20,438,view
23,234,comment
31,349,view
68,542,view
11,596,view
20,529,view
53,495,view
85,326,like
22,208,like
45,128,like
97,520,view
22,338,view
39,344,like
97,573,like
49,450,like
61,235,view
56,107,view
58,296,like
68,450,share
13,570,like
46,590,comment
79,571,like
35,272,view
13,231,like
51,337,comment
96,224,like
76,495,view
44,447,like
24,261,like
87,105,comment
2,311,view
14,451,view
29,472,view
25,118,view
12,130,share
85,558,comment
77,427,view
16,145,comment
17,293,like
83,390,comment
24,559,view
24,230,view
85,580,view
59,573,share
99,319,like
86,495,comment
33,183,comment
36,498,view
50,271,share
34,590,comment
23,326,view
26,413,view
83,352,view
70,494,view
79,430,view
57,467,view
5,138,view
94,229,comment
3,560,view
84,428,view
5,441,view
20,459,view
51,395,view
91,582,comment
62,324,view
94,500,comment
9,377,view
50,589,like
100,347,view
69,579,share
43,450,view
8,424,share
83,147,view
44,142,comment
98,493,view
26,191,like
50,439,view
90,300,comment
81,453,view
11,554,like
95,198,view
25,113,like
76,223,view
9,506,like
40,356,like
58,595,share
5,274,view
93,122,view
28,514,like
67,335,share
69,177,like
30,574,view
95,173,view
3,342,share
80,124,view
84,167,view
81,126,share
13,334,like
76,133,comment
14,159,view
79,213,view
26,319,view
95,448,view
16,600,like
70,171,view
28,492,view
23,272,view
36,173,comment
22,457,view
22,325,view
75,121,view
81,414,view
21,109,comment
11,104,view
12,462,like
37,314,like
99,344,like
27,174,like
67,331,view
23,413,like
77,193,like
79,587,view
39,279,view
72,221,view
68,149,like
98,377,like
60,495,like
27,242,view
15,508,view
61,355,view
86,573,view
83,287,view
56,229,view
98,333,view
95,127,share
23,181,comment
63,364,view
31,470,view
75,267,view
96,447,comment
30,499,view
30,151,view
53,546,view
29,138,view
63,128,comment
19,211,share
59,192,view
18,335,like
81,284,share
26,272,view
89,392,view
18,157,comment
59,315,view
44,213,comment
78,181,comment
82,588,like
22,396,share
30,145,view
67,351,comment
28,403,view
60,243,view
55,477,comment
32,268,view
29,557,share
20,568,like
1,314,share
6,341,like
65,118,view
51,346,comment
90,521,view
64,224,view
97,107,like
53,587,view
46,252,view
12,109,view
40,183,like
74,483,like
59,338,comment
91,308,view
48,421,view
82,101,comment
10,298,comment
43,372,view
55,486,view
79,378,like
27,504,like
80,551,view
8,364,share
87,287,comment
15,297,view
80,121,view
23,432,like
9,388,like
27,171,share
31,377,view
62,478,share
75,547,share
27,486,like
29,265,view
35,358,like
36,128,view
45,332,view
68,525,view
91,373,like
69,561,view
80,289,comment
89,515,share
9,197,comment
59,145,view
23,248,share
10,156,view
15,457,view
20,548,view
81,112,view
88,378,share
61,278,view
95,431,view
25,133,view
30,528,share
83,272,view
44,436,like
42,349,like
90,372,comment
57,335,view
17,560,comment
22,505,view
62,291,share
99,533,view
46,246,view
22,417,share
92,375,view
23,530,like
86,507,view
31,160,view
41,395,view
34,290,view
72,463,view
41,277,view
58,377,share
69,255,view
4,308,share
99,175,share
41,180,view
95,380,share
43,432,like
61,559,view
97,394,like
73,474,share
57,274,like
94,346,share
18,448,like
40,113,view
29,329,view
42,129,like
25,399,like
99,243,view
11,376,comment
87,444,share
66,302,view
41,409,like
8,566,like
51,176,like
55,290,view
2,246,view
40,329,comment
12,211,like
57,480,share
57,248,view
94,597,comment
94,559,view
76,407,view
27,256,view
68,272,view
76,488,view
1,310,like
35,313,view
60,464,like
18,203,view
49,249,like
6,522,comment
75,256,view
95,338,view
1,179,view
82,528,like
16,435,like
37,314,view
89,431,view
16,492,view
9,407,like
75,347,like
34,422,like
89,519,view
66,476,like
34,184,like
19,264,view
89,170,view
7,240,view
82,567,share
7,249,view
82,580,view
25,493,like
98,149,like
22,379,view
41,524,comment
39,239,like
89,286,view
75,281,comment
2,171,like
48,499,view
44,572,share
14,212,view
29,526,view
72,415,like
68,534,like
71,460,comment
15,314,view
10,160,comment
3,346,view
89,286,view
57,556,share
67,491,share
23,464,view
96,518,view
17,539,like
89,217,view
27,167,share
55,454,comment
15,140,view
62,488,view
26,156,view
